shipment number,tndr_first_tender_fg,tndr_carrier_type_cd,award_target_share_percent,tndr_target_share_percent,distribution_channel_desc,shp_type_indicator_fg,transport_group_cd,award_carrier_cd,carrier_type_cd,carrier_type_desc,shipping_condition_cd,preceding_document_category_cd,transport_lane,source_zip_cd,destination_zip_cd,transport_region,temp_condition_cd,temp_channel_cd,fiscal_month_desc,data_flag,hit_or_miss
72027582,Y,N,0,0,Intercomp/Interplnt,O,TC,TJIS,N,Non-Primary,40,I,SP-IU To SP-2O,US-TN-37127,US-TN-37033,TEMP EAST,F,F,May,train,0
72027588,N,B,0,100,NULL,I,NTC,BHHL,B,Broadcast,40,V,V-00509232 To SP-MS,US-TN-38106,US-TN-37127,DRY SOUTHEAST,D,D,May,train,0
72027605,Y,N,0,0,Intercomp/Interplnt,O,NTC,SSAL,N,Non-Primary,40,V,SP-CE To SP-P9,US-GA-30014,US-PA-17078,DRY SOUTHEAST,D,D,May,train,0
72027606,Y,N,0,0,Intercomp/Interplnt,O,NTC,SSAL,N,Non-Primary,40,V,SP-CE To SP-P9,US-GA-30014,US-PA-17078,DRY SOUTHEAST,D,D,May,train,0
72027635,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-MY To 0008933800,US-IL-60538,US-OR-97071,DRY MIDWEST,D,D,May,train,0
72027636,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-MY To 0008933800,US-IL-60538,US-OR-97071,DRY MIDWEST,D,D,May,train,0
72027658,Y,N,0,0,Retail,O,NTC,AENM,N,Non-Primary,40,C,SP-FE To 0009183900,US-IN-46809,US-KY-40223,DRY NORTHEAST,D,D,May,train,0
72027681,N,B,0,0,Retail,O,NTC,BUXU,B,Broadcast,40,C,SP-GB To 0048002363,US-IL-61401,US-MN-55343,DRY MIDWEST,D,D,May,train,0
72027694,N,B,0,100,Retail,O,NTC,ROLF,B,Broadcast,40,C,SP-RO To 0011356500,US-TX-76262,US-LA-70810,DRY SOUTHEAST,D,D,May,train,0
72027695,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-WL To 0009182000,US-IL-60481,US-IN-46219,DRY MIDWEST,D,D,May,train,0
72027709,N,N,0,0,Intercomp/Interplnt,O,TC,YFVO,N,Non-Primary,40,V,SP-DC To SP-UQ,US-CA-92571,US-CA-95215,TEMP WEST,PH,R,May,train,0
72027711,N,B,0,0,Intercomp/Interplnt,O,TC,BHHL,B,Broadcast,40,V,SP-DY To SP-P8,US-CO-80011,US-PA-17078,TEMP WEST,PH,R,May,train,0
72027715,N,B,0,100,Retail,O,TC,BHHL,B,Broadcast,40,C,SP-DH To 0011617400,US-CA-90746,US-CA-95205,TEMP WEST,R,R,May,train,0
72027744,Y,N,0,0,Intercomp/Interplnt,O,NTC,LLZY,N,Non-Primary,40,V,SP-YO To SP-BJ,US-KY-40744,US-IL-60085,DRY SOUTHEAST,D,D,May,train,0
72027749,N,B,0,100,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-MY To SP-WL,US-IL-60538,US-IL-60481,DRY MIDWEST,D,D,May,train,0
72027780,N,B,0,0,NULL,I,NTC,BHHL,B,Broadcast,40,V,V-00514391 To SP-RS,US-IL-60018,US-MI-49512,DRY NORTHEAST,D,D,May,train,0
72027796,Y,N,0,0,Food Service,O,NTC,OFCN,N,Non-Primary,40,C,SP-GF To 0060057652,US-MT-59401,US-CA-95020,DRY WEST,D,D,May,train,0
72027808,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0011227000,US-TX-78744,US-CO-81001,TEMP WEST,PH,R,May,train,0
72027810,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0060008016,US-TX-78744,US-OR-97321,TEMP WEST,PH,R,May,train,0
72027811,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0060031709,US-TX-78744,US-CA-93263,TEMP WEST,PH,R,May,train,0
72027850,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-P8 To 0060019464,US-PA-17078,US-NY-12831,DRY NORTHEAST,D,D,May,train,0
72027851,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-P8 To 0060019464,US-PA-17078,US-NY-12831,DRY NORTHEAST,D,D,May,train,0
72027852,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0014074800,US-IN-46809,US-PA-18517,DRY NORTHEAST,D,D,May,train,0
72027853,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0010097800,US-IN-46809,US-PA-15801,DRY NORTHEAST,D,D,May,train,0
72027854,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0014074800,US-IN-46809,US-PA-18517,DRY NORTHEAST,D,D,May,train,0
72027855,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-P9 To 0060039033,US-PA-17078,US-MA-02702,DRY NORTHEAST,D,D,May,train,0
72027857,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-P9 To 0060039033,US-PA-17078,US-MA-02702,DRY NORTHEAST,D,D,May,train,0
72027858,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SW To 0060045801,US-NY-14043,US-PA-17406,DRY NORTHEAST,D,D,May,train,0
72027859,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SW To 0060045801,US-NY-14043,US-PA-17406,DRY NORTHEAST,D,D,May,train,0
72027860,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0060041894,US-IN-46809,US-IN-46143,DRY NORTHEAST,D,D,May,train,0
72027867,Y,N,0,0,Firesale/Misc.,O,NTC,UVJX,N,Non-Primary,40,C,SP-P8 To 0060056284,US-PA-17078,US-NY-13209,DRY NORTHEAST,D,D,May,train,0
72027868,Y,N,0,0,Firesale/Misc.,O,NTC,UVJX,N,Non-Primary,40,C,SP-P9 To 0060056284,US-PA-17078,US-NY-13209,DRY NORTHEAST,D,D,May,train,0
72027869,Y,N,0,0,Food Service,O,NTC,UVJX,N,Non-Primary,40,C,SP-S3 To 0060043285,US-NY-14218,US-MA-02740,DRY NORTHEAST,D,D,May,train,0
72027906,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-SG To 0010406200,US-GA-30025,US-SC-29047,DRY SOUTHEAST,D,D,May,train,0
72027909,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-WW To 0060045801,US-IA-52404,US-PA-17406,DRY MIDWEST,D,D,May,train,0
72027956,Y,N,0,0,Intercomp/Interplnt,O,NTC,YFVO,N,Non-Primary,40,V,SP-DC To SP-UQ,US-CA-92571,US-CA-95215,DRY WEST,D,D,May,train,0
72027992,Y,N,0,0,NULL,I,NTC,BHHL,N,Non-Primary,40,V,V-00514399 To SP-PH,US-PA-18974,US-TN-37921,DRY SOUTHEAST,D,D,May,train,0
72028086,Y,N,0,0,Intercomp/Interplnt,O,NTC,ZPEC,N,Non-Primary,40,I,SP-CE To SP-CI,US-GA-30014,US-OH-45241,DRY SOUTHEAST,D,D,May,train,0
72028143,Y,N,0,0,Food Service,O,NTC,UVJX,N,Non-Primary,40,C,0021869900 To SP-S3,US-MA-01913,US-NY-14218,DRY NORTHEAST,D,D,May,train,0
72028147,Y,N,0,0,Retail,O,TC,VOMK,N,Non-Primary,40,C,SP-LR To 0060071419,CA-ON-L5N 3,CA-QC-H8T 1,CANADA,R,R,May,train,0
72028148,Y,N,0,0,Retail,O,TC,VOMK,N,Non-Primary,40,C,SP-LR To 0060071419,CA-ON-L5N 3,CA-QC-H8T 1,CANADA,R,R,May,train,0
72028180,Y,N,0,0,Retail,O,NTC,NBNP,N,Non-Primary,40,C,SP-UQ To 0014342400,US-CA-95215,US-WA-98371,DRY WEST,D,D,May,train,0
72028181,Y,N,0,0,Retail,O,NTC,NBNP,N,Non-Primary,40,C,SP-UQ To 0014342400,US-CA-95215,US-WA-98371,DRY WEST,D,D,May,train,0
72028184,Y,N,0,0,Food Service,O,NTC,UVJX,N,Non-Primary,40,C,SP-S3 To 0048000554,US-NY-14218,US-MD-21076,DRY NORTHEAST,D,D,May,train,0
72028200,N,N,0,0,Food Service,O,NTC,GSQV,N,Non-Primary,40,C,SP-VN To 0060069317,US-CA-90058,US-CA-90640,DRY WEST,D,D,May,train,0
72028206,N,B,0,0,Food Service,O,NTC,BHHL,B,Broadcast,40,C,SP-Y4 To 0021437900,US-OH-44830,US-IL-60608,DRY NORTHEAST,D,D,May,train,0
72028209,N,B,0,100,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-Y4 To SP-FE,US-OH-44830,US-IN-46809,DRY NORTHEAST,D,D,May,train,0
72028259,Y,N,0,0,Retail,O,NTC,BHHL,N,Non-Primary,40,C,SP-SG To 0060050459,US-GA-30025,US-NC-28658,DRY SOUTHEAST,D,D,May,train,0
72028260,Y,N,0,0,Retail,O,NTC,BHHL,N,Non-Primary,40,C,SP-SG To 0060048567,US-GA-30025,US-MS-39401,DRY SOUTHEAST,D,D,May,train,0
72028261,Y,N,0,0,Retail,O,NTC,BHHL,N,Non-Primary,40,C,SP-SG To 0060045932,US-GA-30025,US-SC-29697,DRY SOUTHEAST,D,D,May,train,0
72028262,Y,N,0,0,Retail,O,NTC,BHHL,N,Non-Primary,40,C,SP-SG To 0060057913,US-GA-30025,US-AL-35022,DRY SOUTHEAST,D,D,May,train,0
72028265,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-PH To SP-XF,US-TN-37921,US-CA-95330,DRY SOUTHEAST,D,D,May,train,0
72028275,N,B,0,31,NULL,I,NTC,HJIK,B,Broadcast,40,V,V-00510060 To SP-RB,US-IL-60936,US-MI-49512,DRY NORTHEAST,D,D,May,train,0
72028276,N,B,0,0,NULL,I,TC,BHHL,B,Broadcast,40,V,V-00509028 To SP-J9,US-IN-46725,US-MI-49512,TEMP WEST,PH,R,May,train,0
72028282,Y,N,0,0,Intercomp/Interplnt,O,NTC,NEPH,N,Non-Primary,40,V,SP-7004 To SP-WL,US-MI-49505,US-IL-60481,DRY NORTHEAST,D,D,May,train,0
72028284,Y,N,0,0,Food Service,O,NTC,BHHL,N,Non-Primary,40,C,SP-V4 To 0060068863,US-TX-76010,US-TX-75244,DRY SOUTHEAST,D,D,May,train,0
72028319,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-GB To 0048002530,US-IL-61401,US-MT-59102,DRY MIDWEST,D,D,May,train,0
72028349,Y,N,0,0,Retail,O,TC,VOMK,N,Non-Primary,40,C,SP-LR To 0060071419,CA-ON-L5N 3,CA-QC-H8T 1,CANADA,R,R,May,train,0
72028359,Y,N,0,0,Intercomp/Interplnt,O,TC,VOMK,N,Non-Primary,40,V,SP-WS To SP-WN,US-OH-45692,CA-MB-R3T 1,TEMP EAST,F,F,May,train,0
72028360,Y,N,0,0,Intercomp/Interplnt,O,TC,VOMK,N,Non-Primary,40,V,SP-WS To SP-WN,US-OH-45692,CA-MB-R3T 1,TEMP EAST,F,F,May,train,0
72028456,Y,N,0,0,Intercomp/Interplnt,O,NTC,ZPEC,N,Non-Primary,40,V,SP-V4 To SP-WL,US-TX-76010,US-IL-60481,DRY SOUTHEAST,D,D,May,train,0
72028457,Y,N,0,0,Intercomp/Interplnt,O,NTC,ZPEC,N,Non-Primary,40,V,SP-V4 To SP-WL,US-TX-76010,US-IL-60481,DRY SOUTHEAST,D,D,May,train,0
72028473,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-XQ To SP-FE,US-NE-68524,US-IN-46809,DRY WEST,D,D,May,train,0
72028474,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-XQ To SP-WL,US-NE-68524,US-IL-60481,DRY WEST,D,D,May,train,0
72028475,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-XQ To SP-DC,US-NE-68524,US-CA-92571,DRY WEST,D,D,May,train,0
72028476,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-XQ To SP-CA,US-NE-68524,US-IL-60446,DRY WEST,D,D,May,train,0
72028477,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-XQ To SP-WL,US-NE-68524,US-IL-60481,DRY WEST,D,D,May,train,0
72028479,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-XQ To SP-V4,US-NE-68524,US-TX-76010,DRY WEST,D,D,May,train,0
72028480,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-XQ To SP-CA,US-NE-68524,US-IL-60446,DRY WEST,D,D,May,train,0
72028485,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0012072400,US-GA-30025,US-VA-22408,DRY SOUTHEAST,D,D,May,train,0
72028486,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-WW To SP-S3,US-IA-52404,US-NY-14218,DRY MIDWEST,D,D,May,train,0
72028487,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0060035185,US-IN-46809,US-VT-05301,DRY NORTHEAST,D,D,May,train,0
72028488,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-WW To 0060039033,US-IA-52404,US-MA-02702,DRY MIDWEST,D,D,May,train,0
72028489,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060063386,US-GA-30025,US-LA-70401,DRY SOUTHEAST,D,D,May,train,0
72028490,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060031238,US-GA-30025,US-CT-06078,DRY SOUTHEAST,D,D,May,train,0
72028491,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060063386,US-GA-30025,US-LA-70401,DRY SOUTHEAST,D,D,May,train,0
72028492,Y,N,0,0,Firesale/Misc.,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060066146,US-GA-30025,US-PA-17601,DRY SOUTHEAST,D,D,May,train,0
72028493,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060013851,US-GA-30025,US-VA-24592,DRY SOUTHEAST,D,D,May,train,0
72028494,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-WW To SP-P9,US-IA-52404,US-PA-17078,DRY MIDWEST,D,D,May,train,0
72028496,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-RO To SP-SG,US-TX-76262,US-GA-30025,DRY SOUTHEAST,D,D,May,train,0
72028497,N,B,0,0,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-Y4 To SP-MJ,US-OH-44830,US-MO-64120,DRY NORTHEAST,D,D,May,train,0
72028546,Y,N,0,0,NULL,I,NTC,BHHL,N,Non-Primary,40,V,V-00510975 To SP-CW,US-MI-49048,US-GA-30014,DRY SOUTHEAST,D,D,May,train,0
72028556,Y,N,0,0,Intercomp/Interplnt,O,TC,TJIS,N,Non-Primary,40,I,SP-IU To SP-2O,US-TN-37127,US-TN-37033,TEMP EAST,F,F,May,train,0
72028557,Y,N,0,0,NULL,I,TC,BHHL,N,Non-Primary,40,V,V-00509132 To SP-LL,US-IL-60714,US-WI-53221,TEMP WEST,PH,R,May,train,0
72028565,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-WL To 0009182000,US-IL-60481,US-IN-46219,DRY MIDWEST,D,D,May,train,0
72028566,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-WL To 0009182000,US-IL-60481,US-IN-46219,DRY MIDWEST,D,D,May,train,0
72028574,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-WL To 0009008500,US-IL-60481,US-IL-61801,DRY MIDWEST,D,D,May,train,0
72028577,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-WL To 0009008500,US-IL-60481,US-IL-61801,DRY MIDWEST,D,D,May,train,0
72028602,Y,N,0,0,Retail,O,NTC,YQCC,N,Non-Primary,40,C,SP-SW To 0060045801,US-NY-14043,US-PA-17406,DRY NORTHEAST,D,D,May,train,0
72028603,Y,N,0,0,Retail,O,NTC,YQCC,N,Non-Primary,40,C,SP-SW To 0060074236,US-NY-14043,US-PA-18017,DRY NORTHEAST,D,D,May,train,0
72028604,Y,N,0,0,Intercomp/Interplnt,O,NTC,NEPH,N,Non-Primary,40,V,SP-V4 To SP-FE,US-TX-76010,US-IN-46809,DRY SOUTHEAST,D,D,May,train,0
72028606,Y,N,0,0,Intercomp/Interplnt,O,NTC,ZPEC,N,Non-Primary,40,I,SP-V4 To SP-FE,US-TX-76010,US-IN-46809,DRY SOUTHEAST,D,D,May,train,0
72028607,Y,N,0,0,Intercomp/Interplnt,O,NTC,ZPEC,N,Non-Primary,40,V,SP-V4 To SP-FE,US-TX-76010,US-IN-46809,DRY SOUTHEAST,D,D,May,train,0
72028608,Y,N,0,0,Intercomp/Interplnt,O,NTC,ZPEC,N,Non-Primary,40,V,SP-V4 To SP-FE,US-TX-76010,US-IN-46809,DRY SOUTHEAST,D,D,May,train,0
72028612,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-RO To 0060015057,US-TX-76262,US-NM-87031,DRY SOUTHEAST,D,D,May,train,0
72028625,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0060065139,US-IN-46809,US-NJ-07001,DRY NORTHEAST,D,D,May,train,0
72028650,Y,N,0,0,Food Service,O,NTC,UAFL,N,Non-Primary,41,C,0011541100 To SP-DC,US-ID-83642,US-CA-92571,DRY WEST,D,D,May,train,0
72028656,Y,N,0,0,Retail,O,NTC,NBNP,N,Non-Primary,40,C,SP-UQ To 0008933800,US-CA-95215,US-OR-97071,DRY WEST,D,D,May,train,0
72028658,Y,N,0,0,Retail,O,NTC,ZPEC,N,Non-Primary,40,C,SP-UQ To 0060068589,US-CA-95215,US-OR-97220,DRY WEST,D,D,May,train,0
72028667,Y,N,0,0,Food Service,O,NTC,AENM,N,Non-Primary,40,C,SP-FE To 0019817800,US-IN-46809,US-MI-49509,DRY NORTHEAST,D,D,May,train,0
72028802,N,B,0,0,NULL,I,NTC,BHHL,B,Broadcast,40,V,V-00510975 To SP-CR,US-MI-49048,US-IA-52404,DRY MIDWEST,D,D,May,train,0
72028838,N,B,0,0,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,I,SP-7X To SP-PV,US-IA-50208,US-IL-60134,DRY MIDWEST,D,D,May,train,0
72029001,N,B,0,0,Retail,O,NTC,LLZY,B,Broadcast,40,C,SP-P9 To 0060041901,US-PA-17078,US-ME-04240,DRY NORTHEAST,D,D,May,train,0
72029003,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-DC To 0048004325,US-CA-92571,US-UT-84307,DRY WEST,D,D,May,train,0
72029097,N,B,0,100,Retail,O,TC,BHHL,B,Broadcast,40,C,SP-M1 To 0048010210,US-CA-91752,US-OR-97222,TEMP WEST,F,F,May,train,0
72029179,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-SG To 0015061000,US-GA-30025,US-AL-36207,DRY SOUTHEAST,D,D,May,train,0
72029180,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-SG To 0011589400,US-GA-30025,US-AL-36201,DRY SOUTHEAST,D,D,May,train,0
72029185,N,B,0,100,NULL,I,NTC,BHHL,B,Broadcast,40,V,V-00510975 To SP-PV,US-MI-49048,US-IL-60134,DRY MIDWEST,D,D,May,train,0
72029228,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0060028149,US-IN-46809,US-OH-43160,DRY NORTHEAST,D,D,May,train,0
72029249,N,B,0,0,Retail,O,NTC,LLZY,B,Broadcast,40,C,SP-RO To 0060032342,US-TX-76262,US-TX-77357,DRY SOUTHEAST,D,D,May,train,0
72029255,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0060028149,US-IN-46809,US-OH-43160,DRY NORTHEAST,D,D,May,train,0
72029256,N,B,0,0,Retail,O,NTC,LLZY,B,Broadcast,40,C,SP-P9 To 0060019813,US-PA-17078,US-NY-12095,DRY NORTHEAST,D,D,May,train,0
72029283,N,B,0,0,Retail,O,NTC,LLZY,B,Broadcast,40,C,SP-P9 To 0060041901,US-PA-17078,US-ME-04240,DRY NORTHEAST,D,D,May,train,0
72029299,N,B,0,0,Retail,O,NTC,FLSZ,B,Broadcast,40,C,SP-GB To 0060045970,US-IL-61401,US-WY-82009,DRY MIDWEST,D,D,May,train,0
72029301,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0060028149,US-IN-46809,US-OH-43160,DRY NORTHEAST,D,D,May,train,0
72029388,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-GB To 0060045970,US-IL-61401,US-WY-82009,DRY MIDWEST,D,D,May,train,0
72029403,N,B,0,0,Retail,O,NTC,RLOS,B,Broadcast,40,C,SP-H7 To 0060024831,US-MO-63401,US-IL-60450,DRY SOUTHEAST,D,D,May,train,0
72029498,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-GB To 0060045970,US-IL-61401,US-WY-82009,DRY MIDWEST,D,D,May,train,0
72029510,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0012943725,US-IN-46809,US-ME-04090,TEMP EAST,F,F,May,train,0
72029511,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060063512,US-GA-30025,US-NJ-07201,TEMP EAST,F,F,May,train,0
72029512,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0016616222,US-GA-30025,US-NJ-07304,DRY SOUTHEAST,D,D,May,train,0
72029662,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-DC To 0048004325,US-CA-92571,US-UT-84307,DRY WEST,D,D,May,train,0
72029699,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-DC To 0048004325,US-CA-92571,US-UT-84307,DRY WEST,D,D,May,train,0
72029705,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-P9 To 0060041901,US-PA-17078,US-ME-04240,DRY NORTHEAST,D,D,May,train,0
72029709,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-P9 To 0060019813,US-PA-17078,US-NY-12095,DRY NORTHEAST,D,D,May,train,0
72029713,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060036327,US-GA-30025,US-AL-36010,DRY SOUTHEAST,D,D,May,train,0
72029864,N,B,0,0,Intercomp/Interplnt,O,NTC,BUXU,B,Broadcast,40,V,SP-J9 To SP-X7,US-MI-49512,US-PA-17057,DRY NORTHEAST,D,D,May,train,0
72029865,N,B,0,5,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-J9 To SP-GB,US-MI-49512,US-IL-61401,DRY NORTHEAST,D,D,May,train,0
72029904,N,B,0,45,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-J9 To SP-GB,US-MI-49512,US-IL-61401,DRY NORTHEAST,D,D,May,train,0
72029924,N,B,0,0,Food Service,O,NTC,BUXU,B,Broadcast,40,C,SP-FE To 0060007663,US-IN-46809,US-IL-62656,DRY NORTHEAST,D,D,May,train,0
72029932,N,B,0,100,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-SG To 0015061000,US-GA-30025,US-AL-36207,DRY SOUTHEAST,D,D,May,train,0
72029934,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060014381,US-GA-30025,US-MD-21001,DRY SOUTHEAST,D,D,May,train,0
72029935,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060074236,US-GA-30025,US-PA-18017,DRY SOUTHEAST,D,D,May,train,0
72029936,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060074236,US-GA-30025,US-PA-18017,DRY SOUTHEAST,D,D,May,train,0
72029937,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060009061,US-GA-30025,US-NY-14086,DRY SOUTHEAST,D,D,May,train,0
72029940,N,B,0,0,NULL,I,NTC,YFVO,B,Broadcast,40,V,V-00510060 To SP-AL,US-IL-60936,US-NM-87113,DRY WEST,D,D,May,train,0
72029943,N,B,0,0,NULL,I,NTC,FLSZ,B,Broadcast,40,V,V-00510975 To SP-BU,US-MI-49048,US-NY-14203,DRY NORTHEAST,D,D,May,train,0
72029945,N,N,0,0,NULL,I,NTC,BHHL,N,Non-Primary,40,V,V-00510975 To SP-CI,US-MI-49048,US-OH-45241,DRY NORTHEAST,D,D,May,train,0
72029948,N,B,0,100,NULL,I,TC,RPWL,B,Broadcast,60,V,V-00502144 To SP-CW,US-CA-93625,US-GA-30014,TEMP EAST,R,R,May,train,0
72029984,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-DC To 0048004325,US-CA-92571,US-UT-84307,DRY WEST,D,D,May,train,0
72030017,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-WL To 0060025843,US-IL-60481,US-WI-54751,DRY MIDWEST,D,D,May,train,0
72030053,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-GB To 0060045970,US-IL-61401,US-WY-82009,DRY MIDWEST,D,D,May,train,0
72030061,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060036327,US-GA-30025,US-AL-36010,DRY SOUTHEAST,D,D,May,train,0
72030088,N,B,0,100,Retail,O,TC,BHHL,B,Broadcast,40,C,SP-M8 To 0011704800,US-GA-30253,US-AL-35020,TEMP EAST,F,F,May,train,0
72030178,N,B,0,100,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-SG To 0011589400,US-GA-30025,US-AL-36201,DRY SOUTHEAST,D,D,May,train,0
72030182,N,B,0,50,NULL,I,NTC,BUXU,B,Broadcast,40,V,V-00513950 To SP-CO,US-AL-35470,US-GA-30161,DRY SOUTHEAST,D,D,May,train,0
72030183,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-SG To 0060044337,US-GA-30025,US-AL-35950,DRY SOUTHEAST,D,D,May,train,0
72030191,N,B,0,0,NULL,I,NTC,ZPEC,B,Broadcast,40,V,V-00508959 To SP-H7,US-AR-72401,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
72030203,N,B,0,0,Food Service,O,NTC,BHHL,B,Broadcast,40,C,SP-MR To 0048000631,US-OH-43314,US-KY-42101,DRY NORTHEAST,D,D,May,train,0
72030207,N,B,0,0,Retail,O,NTC,BUXU,B,Broadcast,40,C,SP-SG To 0014076300,US-GA-30025,US-GA-30180,DRY SOUTHEAST,D,D,May,train,0
72030210,N,B,0,100,NULL,I,NTC,BHHL,B,Broadcast,40,V,V-00509115 To SP-CR,US-IN-47374,US-IA-52404,DRY MIDWEST,D,D,May,train,0
